category	japanese	dialogue	proposed	notes
speaker	城下町の巡回兵マックス	3		
speaker	市民トリス	1		
speaker	市民ヒョードル	1		
speaker	市民ジェームズ	2		
speaker	市民タバサ	1		
speaker	城下町北の巡回兵デミトリ―	4		
speaker	倉庫番ストロング	20		
speaker	大臣イワノフ	8		
speaker	城門係スカイ	5		
speaker	城門係クロウ	5		
speaker	ウィンダム市民レクサス	1		
speaker	市民オードリー	2		
speaker	巡回兵カイル	11		
speaker	市民レクサス	4		
speaker	市民マイ	7		
speaker	市民サラ	4		
speaker	休憩中の兵士ステイ	9		
speaker	料理長コッコ	3		
speaker	手伝わされている兵士ハング	3		
speaker	本好きの兵士ライブ	3		
speaker	何かの書き置き	2		
speaker	書記官デアール	2		
speaker	料理人助手ジョッシュ	13		
speaker	城内の見回り兵ロール	5		
speaker	新米兵士ヤーボ	9		
speaker	偵察兵レイモンド	9		
speaker	近衛兵ブロウニング	51		
speaker	近衛兵ライトニング	71		
speaker	近衛兵クリス	20		
speaker	騎士団長代行サクソン	29		
speaker	とても古いページ	3		
speaker	ちょっと古いページ	3		
speaker	そんなに古くないページ	3		
speaker	騎士隊長ピピン	2		
speaker	宿屋の主人ドゥイン	2		
speaker	宿屋のバイト　ウェンディ	4		
speaker	ウィンの父ジョン	3		
speaker	ウィンの母マリア	3		
speaker	市民ユージーン	2		
speaker	市民ボブ	2		
speaker	道具屋アレクセイ	6		
speaker	市民ハンナ	2		
speaker	市民エヴァ	4		
speaker	市民デイビッド	3		
speaker	市民ウィング	11		
speaker	錬金術師サラ	4		
speaker	市民ハリス	4		
speaker	市民ホリイ	2		
speaker	ハリスの娘ジャクリーン	11		
speaker	レストラン主人メアリ―	5		
speaker	市民ハング	1		
speaker	市民ミドル	1		
speaker	行商人アバ	1		
speaker	行政官グラス	1		
speaker	駐屯隊長ジョセフ	10		
speaker	ジョセフ	5		
speaker	休憩中の兵デニー	1		
speaker	休憩中の兵トム	2		
speaker	武器屋ドミトリー	4		
speaker	関所の見張りノーマン	11		
speaker	フレイムの民バス	2		
speaker	関所の警備兵ケン	2		
speaker	市民ゲイル	2		
speaker	宿屋の子ストール	2		
speaker	？	67		
speaker	宿屋の主人ルロイ	4		
speaker	市民レオン	1		
speaker	道具屋バル	4		
speaker	宿屋の主人イリス	8		
speaker	行商人キサリ	6		
speaker	旅人ロレン	3		
speaker	旅の占い師スエタ	4		
speaker	果物売りの少年エリン	4		
speaker	街の見張り兵グアン	1		
speaker	物乞いの子ビザエ	3		
speaker	フレイムの民シルワル	3		
speaker	野良犬	4		
speaker	物乞いの子オシム	1		
speaker	物乞いの子スニダ	15		
speaker	物乞いをする兵マハル	3		
speaker	フレイムの民タカリ	5		
speaker	フレイムの民ポッソ	3		
speaker	フレイムの民トモザ	3		
speaker	フレイム兵ウマル	8		
speaker	王宮の職人キスパ	9		
speaker	フレイム兵ユミル	3		
speaker	フレイム兵ザッハト	4		
speaker	王宮調理師	3		
speaker	家畜責任者デリー	3		
speaker	フレイム巡回兵ケイン	6		
speaker	古いページ	12		
speaker	フレイム王国大臣リマル	13		
speaker	大臣リマル	4		
speaker	フレイム王国行政官シダルタ	10		
speaker	イヌ	17		
speaker	ホムラ？	1		
speaker	ロイの父	4		
speaker	若かりし頃のロイ	12		
speaker	伝令兵	2		
speaker	レストラン主人シータ	5		
speaker	フレイム兵トクラ	1		
speaker	フレイム兵キマリ	1		
speaker	遊びに来ているフリックス	1		
speaker	スパイスの商人ルーミ	1		
speaker	見慣れぬ風貌の旅人	2		
speaker	錬金術師バーバラ	1		
speaker	フレイムの民ラハール	1		
speaker	道具屋ソナリ	4		
speaker	フレイムの民アザエ	1		
speaker	宿屋の主人バスデバ	2		
speaker	セイリューの民モラタ	1		
speaker	ウィンダムの市民ギリアム	1		
speaker	伝令兵レイモンド	1		
speaker	武器屋クマル	4		
speaker	古書収集家ガダ	10		
speaker	ナウ―	26		
speaker	ホムラの偽物	2		
speaker	試練	1		
speaker	北の村のオルジ	8		
speaker	宿屋の女将オジリ	8		
speaker	板前キエヤマ	4		
speaker	採石場のヤルモリ	4		
speaker	採石場の主人バモヤシ	8		
speaker	採石場のマリメイ	12		
speaker	コメ農家の主人ギヨヌマ	3		
speaker	オタキ様	42		
speaker	シズク様	20		
speaker	よろず屋の主人ナギヤシ	8		
speaker	鍛冶屋主人トリミズ	22		
speaker	セイリューの民ハンジ	3		
speaker	錬金術師イマル	6		
speaker	見回り中の兵デニー	2		
speaker	ライトニング	1		
speaker	騎士団長ロイ	3		
speaker	警備兵ピロシキン	2		
speaker	警備兵カメマル	2		
speaker	武者修行帰りの騎士ヘヴィ	2		
speaker	休憩中の警備兵ワステッド	2		
speaker	休憩中の警備兵ノックス	2		
speaker	橋の警備兵ネサン	1		
speaker	橋の警備兵ハサン	1		
speaker	新参兵のトール	3		
speaker	ピケピケ？	6		
speaker	ピケピケの声	8		
