id	japanese	translation
SYS_switch_22	ピピン去った	Pipin Left
SYS_switch_23	王に報告に行け	Report to the King
SYS_switch_24	オープニング終わり	Opening Done
SYS_switch_25	ロイの父倒れる	Roi's Father Falls
SYS_switch_26	伝令くる	Messenger Arrives
SYS_switch_27	ロイ手を切る	Roi Cuts His Hand
SYS_switch_28	ロイの長話終わり！	Roi's Long Talk Done!
SYS_switch_29	フレイムへ行け	Go to Flame
SYS_switch_3	サクソンと話す	Talked to Saxon
SYS_switch_30	傷薬一個	Healing Herb x1
SYS_switch_31	万金丹一個	Mankintan x1
SYS_switch_32	南通れる	South Passable
SYS_switch_33	通行手形あげた	Gave the Permit
SYS_switch_34	フレイムへ出た	Left for Flame
SYS_switch_35	手形返った	Permit Returned
SYS_switch_36	ダガー貰った	Got the Dagger
SYS_switch_37	ホノオに会え	Go See Hono
SYS_switch_38	ナウ―倒す	Defeat Nau
SYS_switch_39	試練しよう	Do the Trial
SYS_switch_4	サクソンの部屋出た	Left Saxon's Room
SYS_switch_40	試練開始	Trial Started
SYS_switch_41	ホムラ登場	Homura Appears
SYS_switch_42	ホノオ考える	Hono Thinks
SYS_switch_43	ぐわーーー	Gwaaaah
SYS_switch_44	試練終り	Trial Ended
SYS_switch_45	ホムラ語る	Homura Speaks
SYS_switch_46	王様ごめん	King's Apology
SYS_switch_47	いぬおっけー	Dog OK
SYS_switch_48	いぬかくにん	Dog Checked
SYS_switch_49	火牛しぼう	Flame Bull Dies
SYS_switch_5	ストロングと話した	Talked to Strong
SYS_switch_50	ナガレあーーー	Nagare Aaaah
SYS_switch_51	当主の家へ	To the Head's House
SYS_switch_52	オタキ長話おわり	Otaki's Tale Done
SYS_switch_53	トリカゼおかね	Torikaze's Money
SYS_switch_54	マハリお米	Mahari's Rice
SYS_switch_55	お社ばくは	Shrine Blown Up
SYS_switch_56	ヒノタマげきは	Hinotama Defeated
SYS_switch_57	すきだからな	Because I Like You
SYS_switch_58	便利だな	Handy, Huh
SYS_switch_59	落ちた	Fell Down
SYS_switch_6	ピピンに教えてもらう	Learned from Pipin
SYS_switch_60	引き締める	Staying Sharp
SYS_switch_61	ちい！	Tch!
SYS_switch_62	ミケーネきえる	Mycenae Vanishes
SYS_switch_63	青龍死す	Seiryu Dies
SYS_switch_64	村に帰る	Return to the Village
SYS_switch_65	トリカゼ救出	Torikaze Rescued
SYS_switch_66	トリカゼ休め	Torikaze Rests
SYS_switch_67	マハリ救出	Mahari Rescued
SYS_switch_68	マハリ休め	Mahari Rests
SYS_switch_69	行って参ります	Off We Go
SYS_switch_7	固いパン１個	Hard Bread x1
SYS_switch_70	別行動	Splitting Up
SYS_switch_71	生きていてくれよ	Stay Alive
SYS_switch_72	ああ	Yeah
SYS_switch_73	ナガレたすけろ	Save Nagare
SYS_switch_74	あたしが！	I Will!
SYS_switch_75	連れていかれる	Taken Away
SYS_switch_76	フレイム終わり	Flame Arc Done
SYS_switch_77	アクマ倒した	Fiend Defeated
SYS_switch_78	パンもらった	Got Bread
SYS_switch_79	いったん休憩	Taking a Break
SYS_switch_8	レザーコート１着	Leather Coat x1
SYS_switch_80	ダフィール終わり	Dafill Done
SYS_switch_81	突入する！	Charging In!
SYS_switch_82	ダフィール消える	Dafill Vanishes
SYS_switch_83	光の柱へ	To the Pillar of Light
SYS_switch_84	ロイが呼んでる	Roi Summons
SYS_switch_85	ロイのところへ	To Roi
SYS_switch_86	王の間にはいる	Enter the Throne Room
SYS_switch_87	レイモンド去る	Raymond Leaves
SYS_switch_88	ないぜーーー	No Need!
SYS_switch_89	三人集結	Three Gather
SYS_switch_9	イヌ倒した	Defeated Dog
SYS_switch_90	レイストックもらう	Got Restock
SYS_switch_91	蜻蛉斬もらう	Got the Tonbogiri
SYS_switch_92	ソロモドネガルもらう	Got the Zomolod Negal
SYS_switch_93	そういうのやめろ	Cut That Out
SYS_switch_94	マンゴーシュもらう	Got the Main Gauche
SYS_switch_95	奇書もらう	Got the Rare Tome
SYS_switch_96	奇書あげる	Gave the Rare Tome
SYS_switch_97	ヤバミ倒した	Yabamination Defeated
SYS_switch_98	暗くかがやく倒した	Darkly Shining Defeated
SYS_switch_99	ラストダンジョン	Last Dungeon
SYS_variable_1	雑談の乱数	Chat random value
