id	japanese	translation
MAP50_e50_name	泥棒はずれ	Thief (Missed)
MAP50_e51_name	泥棒はずれ	Thief (Missed)
MAP50_e52_name	泥棒はずれ	Thief (Missed)
MAP50_e53_name	泥棒はずれ	Thief (Missed)
MAP50_e54_name	泥棒はずれ	Thief (Missed)
MAP51_displayName	セイリューの宿屋	Seiryu Inn
MAP51_e10_name	泥棒はずれ	Thief (Missed)
MAP51_e5_name	泥棒はずれ	Thief (Missed)
MAP51_e6_name	泥棒はずれ	Thief (Missed)
MAP51_e7_name	泥棒はずれ	Thief (Missed)
MAP51_e8_name	泥棒はずれ	Thief (Missed)
MAP51_e9_name	泥棒はずれ	Thief (Missed)
MAP52_e20_name	泥棒はずれ	Thief (Missed)
MAP52_e21_name	泥棒はずれ	Thief (Missed)
MAP52_e22_name	泥棒はずれ	Thief (Missed)
MAP53_e10_name	泥棒はずれ	Thief (Missed)
MAP53_e11_name	泥棒はずれ	Thief (Missed)
MAP53_e12_name	泥棒はずれ	Thief (Missed)
MAP53_e13_name	泥棒はずれ	Thief (Missed)
MAP53_e14_name	泥棒はずれ	Thief (Missed)
MAP53_e6_name	泥棒はずれ	Thief (Missed)
MAP53_e7_name	泥棒はずれ	Thief (Missed)
MAP53_e8_name	泥棒はずれ	Thief (Missed)
MAP53_e9_name	泥棒はずれ	Thief (Missed)
MAP54_e4_name	泥棒はずれ	Thief (Missed)
MAP54_e5_name	泥棒はずれ	Thief (Missed)
MAP54_e6_name	泥棒はずれ	Thief (Missed)
MAP54_e7_name	泥棒はずれ	Thief (Missed)
MAP55_e14_name	泥棒はずれ	Thief (Missed)
MAP55_e15_name	泥棒はずれ	Thief (Missed)
MAP55_e16_name	泥棒はずれ	Thief (Missed)
MAP55_e22_name	よろずや	General Store
MAP55_e23_name	ぶきや	Weapon Shop
MAP56_displayName	セイリューよろず屋	Seiryu General Store
MAP57_displayName	セイリューの錬金術師の店	Seiryu Alchemist's Shop
MAP58_e10_name	ヒノタマ	Hinotama
MAP60_e9_name	ナガレ死体	Nagare (Body)
MAP61_e49_name	泥棒はずれ	Thief (Missed)
MAP61_e50_name	泥棒はずれ	Thief (Missed)
MAP61_e53_name	泥棒はずれ	Thief (Missed)
MAP61_e54_name	泥棒はずれ	Thief (Missed)
MAP62_e10_name	泥棒はずれ	Thief (Missed)
MAP62_e11_name	泥棒はずれ	Thief (Missed)
MAP62_e12_name	泥棒はずれ	Thief (Missed)
MAP62_e14_name	泥棒はずれ	Thief (Missed)
MAP62_e17_name	泥棒はずれ	Thief (Missed)
MAP62_e18_name	泥棒はずれ	Thief (Missed)
MAP62_e1_name	デニー	Denny
MAP62_e30_name	ウィンダム入り口兵	Windam Gate Soldier
MAP62_e34_name	城下町北の巡回兵	North Castle Town Patrolman
MAP62_e47_name	ドミトリー	Dmitri
MAP62_e49_name	マックス	Max
MAP62_e51_name	ドミトリー	Dmitri
MAP62_e52_name	マックス	Max
MAP62_e53_name	カイル	Kyle
MAP62_e5_name	泥棒はずれ	Thief (Missed)
MAP62_e6_name	泥棒はずれ	Thief (Missed)
MAP62_e7_name	泥棒はずれ	Thief (Missed)
MAP62_e8_name	泥棒はずれ	Thief (Missed)
MAP62_e9_name	泥棒はずれ	Thief (Missed)
MAP63_e35_name	ウマル	Umaru
MAP63_e40_name	泥棒はずれ	Thief (Missed)
MAP64_e33_name	フレイム王　崩壊後	King Flame (Post-Collapse)
MAP64_e6_name	泥棒はずれ	Thief (Missed)
MAP65_displayName	ウィンダム城三階	Windam Castle 3F
MAP65_e10_name	自動実行	Auto-Run
MAP65_e11_name	サクソンの部屋出る	Leave Saxon's Room
MAP65_e12_name	泥棒はずれ	Thief (Missed)
MAP65_e13_name	泥棒はずれ	Thief (Missed)
MAP65_e14_name	泥棒はずれ	Thief (Missed)
MAP65_e15_name	泥棒はずれ	Thief (Missed)
MAP65_e16_name	泥棒はずれ	Thief (Missed)
MAP65_e17_name	泥棒はずれ	Thief (Missed)
MAP65_e1_note	入り口	Entrance
MAP65_e2_note	入り口	Entrance
MAP65_e32_name	ジョッシュ	Josh
MAP65_e38_name	ウィンダム王　崩壊後	King Windam (Post-Collapse)
MAP65_e39_name	ロイ　崩壊後	Roi (Post-Collapse)
MAP65_e3_note	入り口	Entrance
MAP65_e40_name	サクソン崩壊後	Saxon (Post-Collapse)
MAP65_e5_name	玉座の護衛左	Throne Guard Left
MAP65_e6_name	玉座の護衛右	Throne Guard Right
MAP65_e8_name	王の寝室の護衛本体	King's Bedroom Guard (Main)
MAP65_e9_name	王の寝室の護衛ゆか	King's Bedroom Guard (Floor)
MAP66_displayName	ウインダム城一階	Windam Castle 1F
MAP66_e10_note	入り口	Entrance
MAP66_e11_note	入り口	Entrance
MAP66_e12_note	入り口	Entrance
MAP66_e13_note	入り口	Entrance
MAP66_e14_note	入り口	Entrance
MAP66_e21_name	泥棒はずれ	Thief (Missed)
MAP66_e22_name	泥棒はずれ	Thief (Missed)
MAP66_e23_name	泥棒はずれ	Thief (Missed)
MAP66_e24_name	泥棒はずれ	Thief (Missed)
MAP66_e25_name	泥棒はずれ	Thief (Missed)
MAP66_e26_name	泥棒はずれ	Thief (Missed)
MAP66_e27_name	泥棒はずれ	Thief (Missed)
MAP66_e28_name	泥棒はずれ	Thief (Missed)
MAP66_e29_name	泥棒はずれ	Thief (Missed)
MAP66_e30_name	泥棒はずれ	Thief (Missed)
MAP66_e31_name	泥棒はずれ	Thief (Missed)
MAP66_e32_name	泥棒はずれ	Thief (Missed)
MAP66_e33_name	泥棒はずれ	Thief (Missed)
MAP66_e34_name	固いパン１個	Hard Bread x1
MAP66_e35_name	泥棒はずれ	Thief (Missed)
MAP66_e36_name	泥棒はずれ	Thief (Missed)
MAP66_e37_name	泥棒はずれ	Thief (Missed)
MAP66_e38_name	泥棒はずれ	Thief (Missed)
MAP66_e43_name	カイル	Kyle
MAP66_e44_name	コッコ	Kokko
MAP66_e45_name	泥棒はずれ	Thief (Missed)
MAP66_e46_name	ウィンダムの大臣	Windam Minister
MAP66_e47_name	泥棒はずれ	Thief (Missed)
MAP66_e50_name	泥棒はずれ	Thief (Missed)
MAP66_e51_name	泥棒はずれ	Thief (Missed)
MAP66_e52_name	道具屋の客	Item Shop Customer
MAP66_e61_name	ステイ	Stay
MAP66_e63_name	ハング	Hang
MAP66_e64_name	パン屋の客1	Bakery Customer 1
MAP66_e65_name	ウィンの母	Win's Mother
MAP66_e66_name	パン屋父	Baker Father
MAP66_e67_name	ウィンダムの錬金術師	Windam Alchemist
MAP66_e9_note	入り口	Entrance
MAP67_displayName	ウィンダム城二階	Windam Castle 2F
MAP67_e18_name	泥棒はずれ	Thief (Missed)
MAP67_e1_note	入り口	Entrance
MAP67_e21_name	ロール	Rohr
MAP67_e22_name	宿屋の娘	Innkeeper's Daughter
MAP67_e23_name	パン屋の客2	Bakery Customer 2
MAP67_e24_name	ウィング	Wing
MAP67_e2_note	入り口	Entrance
MAP67_e3_note	入り口	Entrance
MAP67_e4_note	入り口	Entrance
MAP67_e5_note	入り口	Entrance
MAP67_e6_note	入り口	Entrance
MAP67_e7_note	入り口	Entrance
MAP67_e8_note	入り口	Entrance
MAP67_e9_note	入り口	Entrance
MAP68_displayName	ウィンダム城バルコニー	Windam Castle Balcony
MAP68_e1_note	入り口	Entrance
MAP68_e2_note	入り口	Entrance
MAP68_e3_note	入り口	Entrance
MAP70_e17_note	入り口	Entrance
MAP70_e18_note	入り口	Entrance
MAP70_e1_note	入り口	Entrance
MAP70_e2_note	入り口	Entrance
MAP70_e31_name	隠しダンジョン	Hidden Dungeon
MAP70_e3_note	入り口	Entrance
MAP70_e4_note	入り口	Entrance
MAP70_e6_note	入り口	Entrance
MAP70_e7_note	入り口	Entrance
MAP70_e8_note	入り口	Entrance
MAP70_e9_note	入り口	Entrance
MAP71_displayName	南の関所	South Checkpoint
MAP71_e14_name	泥棒はずれ	Thief (Missed)
MAP71_e15_name	泥棒はずれ	Thief (Missed)
MAP71_e16_name	泥棒はずれ	Thief (Missed)
MAP71_e18_name	せきしょの　ひと	Checkpoint Person
MAP71_e9_name	南の関所の見張り	South Checkpoint Watchman
MAP72_e12_name	じいさん	Old Man
MAP72_e13_name	泥棒はずれ	Thief (Missed)
MAP72_e14_name	泥棒はずれ	Thief (Missed)
MAP72_e15_name	泥棒はずれ	Thief (Missed)
MAP72_e16_name	泥棒はずれ	Thief (Missed)
MAP72_e17_name	泥棒はずれ	Thief (Missed)
MAP72_e18_name	泥棒はずれ	Thief (Missed)
MAP72_e19_name	泥棒はずれ	Thief (Missed)
MAP72_e20_name	泥棒はずれ	Thief (Missed)
MAP72_e21_name	泥棒はずれ	Thief (Missed)
MAP72_e22_name	泥棒はずれ	Thief (Missed)
MAP72_e2_note	入り口	Entrance
MAP72_e3_name	泥棒はずれ	Thief (Missed)
MAP72_e4_name	泥棒はずれ	Thief (Missed)
MAP72_e5_name	泥棒はずれ	Thief (Missed)
MAP73_e20_name	泥棒はずれ	Thief (Missed)
MAP73_e21_name	泥棒はずれ	Thief (Missed)
MAP73_e22_name	泥棒はずれ	Thief (Missed)
MAP74_e10_name	泥棒はずれ	Thief (Missed)
MAP74_e11_name	泥棒はずれ	Thief (Missed)
MAP74_e12_name	泥棒はずれ	Thief (Missed)
MAP74_e13_name	泥棒はずれ	Thief (Missed)
MAP74_e6_name	泥棒はずれ	Thief (Missed)
MAP74_e7_name	泥棒はずれ	Thief (Missed)
MAP74_e8_name	泥棒はずれ	Thief (Missed)
MAP74_e9_name	泥棒はずれ	Thief (Missed)
MAP75_displayName	駐屯本部	Garrison HQ
MAP75_e10_name	泥棒はずれ	Thief (Missed)
MAP75_e3_name	駐屯隊長	Garrison Captain
MAP75_e4_name	泥棒はずれ	Thief (Missed)
MAP75_e5_name	泥棒はずれ	Thief (Missed)
MAP75_e6_name	泥棒はずれ	Thief (Missed)
MAP75_e7_name	泥棒はずれ	Thief (Missed)
MAP75_e8_name	泥棒はずれ	Thief (Missed)
MAP75_e9_name	泥棒はずれ	Thief (Missed)
MAP76_e30_name	泥棒はずれ	Thief (Missed)
MAP76_e31_name	泥棒はずれ	Thief (Missed)
MAP77_displayName	警備所	Guard Post
MAP77_e10_name	泥棒はずれ	Thief (Missed)
MAP77_e11_name	泥棒はずれ	Thief (Missed)
MAP77_e3_name	警備所サクソン	Saxon at the Guard Post
MAP77_e7_name	泥棒はずれ	Thief (Missed)
MAP77_e8_name	泥棒はずれ	Thief (Missed)
MAP77_e9_name	泥棒はずれ	Thief (Missed)
MAP78_e3_note	入り口	Entrance
MAP78_e4_note	入り口	Entrance
MAP78_e5_note	入り口	Entrance
MAP78_e7_name	廃墟	Ruins
MAP79_displayName	不気味な洞窟	Eerie Cave
MAP85_e5_name	玉座の護衛左	Throne Guard Left
MAP85_e6_name	玉座の護衛右	Throne Guard Right
MAP86_e33_name	フレイム王　崩壊後	King Flame (Post-Collapse)
MAP86_e4_name	リマル	Rimal
MAP87_e53_name	泥棒はずれ	Thief (Missed)
MAP87_e54_name	泥棒はずれ	Thief (Missed)
MAP90_e24_name	左ピロシキン	Left: Piroshkin
MAP90_e25_name	右カメマル	Right: Kamemaru
MAP90_e26_name	正面真ん中ヘヴィ	Front Center: Heavy
MAP90_e28_name	たきびした	Campfire (Down)
MAP90_e29_name	たきびみぎ	Campfire (Right)
MAP90_e7_name	正面左スカイ	Front Left: Sky
MAP90_e8_name	正面右クロウ	Front Right: Crow
MAP92_e1_name	リマル	Rimal
MAP92_e2_name	しだるた	Sidarta
MAP92_e3_name	おうさま	The King
MAP93_e5_name	玉座の護衛左	Throne Guard Left
MAP93_e6_name	玉座の護衛右	Throne Guard Right
MAP93_e8_name	玉座の護衛右	Throne Guard Right
MAP93_e9_name	玉座の護衛右	Throne Guard Right
MAP94_displayName	どこかの大陸	Some Continent
MAP97_displayName	西の監視塔　一階	West Watchtower 1F
MAP97_e1_note	入り口	Entrance
MAP97_e2_note	入り口	Entrance
MAP97_e3_note	入り口	Entrance
MAP97_e4_note	入り口	Entrance
MAP97_e5_name	固いパン１個	Hard Bread x1
MAP98_e1_note	入り口	Entrance
MAP98_e2_note	入り口	Entrance
MAP99_e1_note	入り口	Entrance
MAP99_e2_note	入り口	Entrance
MAP99_e3_name	泥棒はずれ	Thief (Missed)
MAP100_displayName	西の監視塔　四階	West Watchtower 4F
MAP100_e1_note	入り口	Entrance
MAP100_e2_note	入り口	Entrance
MAP100_e4_name	固いパン１個	Hard Bread x1
MAP102_e3_note	入り口	Entrance
MAP102_e4_note	入り口	Entrance
MAP102_e5_note	入り口	Entrance
MAP102_e7_name	廃墟	Ruins
